loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,loan_status,default
11975,60 months,19.59,F,10+ years,RENT,138041.13,credit_card,FL,35.33,1,64.14,Fully Paid,0
12023,36 months,20.31,F,5 years,OWN,52530.12,other,TX,35.73,2,34.93,Fully Paid,0
22447,36 months,8.18,F,5 years,OWN,79857.64,credit_card,CA,8.26,0,56.48,Fully Paid,0
25933,60 months,17.2,F,2 years,RENT,33358.03,credit_card,NY,24.75,0,13.67,Fully Paid,0
24959,60 months,7.71,F,5 years,OWN,86062.98,debt_consolidation,IL,3.96,0,69.5,Fully Paid,0
1667,60 months,20.03,B,3 years,OWN,64035.99,credit_card,NY,15.97,0,73.88,Fully Paid,0
30703,36 months,18.14,F,10+ years,OWN,113468.92,car,CA,28.68,0,96.68,Fully Paid,0
10337,60 months,24.13,B,1 year,OWN,59507.7,other,IL,26.55,0,29.74,Charged Off,1
20129,60 months,6.38,F,10+ years,RENT,41216.34,home_improvement,NY,25.18,0,6.75,Fully Paid,0
32921,36 months,6.14,E,< 1 year,RENT,65574.73,debt_consolidation,CA,11.66,1,56.83,Fully Paid,0
34307,60 months,10.64,G,10+ years,OWN,35490.24,other,NY,15.43,2,72.15,Fully Paid,0
28355,60 months,10.23,F,2 years,OWN,90021.99,other,TX,4.57,1,80.09,Charged Off,1
5835,60 months,9.94,C,5 years,RENT,33698.34,car,CA,28.9,1,23.41,Fully Paid,0
21159,36 months,23.13,F,5 years,RENT,75569.15,credit_card,NY,20.4,0,29.87,Fully Paid,0
14216,36 months,9.99,F,10+ years,RENT,33443.76,car,TX,28.5,0,53.7,Fully Paid,0
32471,36 months,10.44,E,1 year,OWN,68594.04,credit_card,TX,10.33,0,36.41,Fully Paid,0
18308,36 months,20.19,D,1 year,OWN,107867.56,credit_card,CA,13.32,0,86.75,Fully Paid,0
28532,60 months,13.99,E,2 years,MORTGAGE,82212.96,other,FL,13.7,0,50.01,Fully Paid,0
6713,36 months,20.53,C,< 1 year,RENT,57730.13,credit_card,IL,1.52,0,80.96,Fully Paid,0
5804,36 months,6.31,D,10+ years,OWN,74375.93,debt_consolidation,CA,13.97,0,60.16,Fully Paid,0
11136,60 months,14.75,A,5 years,RENT,75360.34,debt_consolidation,TX,32.23,0,78.44,Fully Paid,0
1009,60 months,5.67,A,10+ years,OWN,84452.61,debt_consolidation,TX,35.94,0,36.6,Charged Off,1
20255,60 months,6.25,C,2 years,RENT,47662.83,other,CA,20.97,0,83.98,Fully Paid,0
24793,36 months,23.13,E,3 years,OWN,86851.35,car,FL,18.49,0,31.08,Fully Paid,0
30548,36 months,7.78,B,3 years,MORTGAGE,20912.17,home_improvement,IL,1.72,1,56.88,Fully Paid,0
2015,36 months,15.65,C,2 years,MORTGAGE,62402.31,credit_card,NY,35.23,1,25.33,Charged Off,1
28712,60 months,13.22,G,5 years,RENT,65234.52,home_improvement,CA,1.01,1,50.18,Fully Paid,0
9415,60 months,11.95,D,2 years,OWN,87666.54,car,IL,37.82,0,35.23,Fully Paid,0
24833,36 months,23.0,D,5 years,OWN,75452.62,car,IL,19.82,0,30.34,Fully Paid,0
5158,60 months,5.44,F,1 year,RENT,46888.74,other,TX,14.01,0,96.86,Fully Paid,0
21309,60 months,18.28,A,2 years,OWN,55300.14,debt_consolidation,NY,37.01,0,20.21,Fully Paid,0
7970,60 months,24.27,D,5 years,RENT,78973.6,debt_consolidation,CA,1.46,0,79.8,Fully Paid,0
7938,36 months,16.2,C,2 years,OWN,73418.65,car,TX,23.47,1,98.5,Fully Paid,0
22168,60 months,23.74,D,2 years,RENT,63417.52,other,TX,22.18,0,6.89,Charged Off,1
21384,60 months,6.05,C,5 years,OWN,65383.32,other,FL,9.16,1,71.41,Fully Paid,0
19017,36 months,13.38,B,5 years,RENT,88923.36,credit_card,IL,17.44,1,29.03,Fully Paid,0
11344,36 months,10.2,F,< 1 year,OWN,64646.15,debt_consolidation,CA,26.26,1,8.85,Charged Off,1
9702,60 months,19.62,A,2 years,MORTGAGE,73238.18,car,CA,29.22,2,43.27,Charged Off,1
1384,60 months,24.63,D,3 years,OWN,118398.73,home_improvement,CA,0.53,0,93.85,Fully Paid,0
1404,36 months,10.13,C,2 years,RENT,46526.35,debt_consolidation,TX,37.51,0,6.12,Charged Off,1
30189,36 months,18.08,E,2 years,MORTGAGE,37963.15,credit_card,FL,7.0,1,60.85,Fully Paid,0
13763,60 months,8.96,A,5 years,OWN,90671.79,other,NY,9.73,0,52.63,Fully Paid,0
19384,60 months,16.31,B,2 years,MORTGAGE,61427.14,car,TX,10.91,0,87.97,Charged Off,1
33606,60 months,14.28,C,10+ years,OWN,68635.25,debt_consolidation,NY,1.99,0,12.98,Fully Paid,0
10860,60 months,24.44,G,2 years,MORTGAGE,59376.87,home_improvement,FL,5.36,0,69.74,Fully Paid,0
16106,36 months,17.17,G,10+ years,RENT,69804.0,credit_card,IL,39.46,1,69.61,Fully Paid,0
24574,60 months,11.99,F,3 years,OWN,106970.76,credit_card,CA,12.95,1,68.56,Fully Paid,0
24524,60 months,7.28,F,5 years,OWN,91042.57,debt_consolidation,NY,5.05,0,94.52,Fully Paid,0
4636,36 months,8.02,B,2 years,RENT,92244.47,home_improvement,TX,4.73,0,83.19,Fully Paid,0
11916,60 months,9.51,B,10+ years,MORTGAGE,46675.46,credit_card,NY,28.92,0,8.99,Charged Off,1
5809,36 months,10.02,F,10+ years,RENT,51976.93,car,IL,34.26,2,49.75,Fully Paid,0
33201,60 months,22.01,D,10+ years,RENT,18218.43,credit_card,CA,10.65,0,42.81,Fully Paid,0
14456,60 months,16.22,D,1 year,MORTGAGE,58812.38,home_improvement,NY,1.33,0,34.46,Charged Off,1
18100,36 months,15.47,C,< 1 year,RENT,94134.06,other,IL,9.31,3,47.88,Fully Paid,0
22949,36 months,7.3,E,3 years,OWN,85338.93,other,TX,2.73,0,41.5,Fully Paid,0
5544,60 months,22.2,C,2 years,OWN,70569.73,debt_consolidation,FL,4.58,0,46.07,Fully Paid,0
27657,60 months,19.46,E,1 year,OWN,74553.99,home_improvement,TX,17.54,0,98.03,Fully Paid,0
8239,60 months,6.35,B,2 years,RENT,61222.29,credit_card,CA,9.58,0,13.42,Fully Paid,0
15489,36 months,19.16,A,2 years,OWN,79095.18,credit_card,TX,20.88,0,92.61,Fully Paid,0
29538,60 months,15.87,C,5 years,OWN,90317.57,other,TX,10.51,0,50.62,Fully Paid,0
33049,36 months,6.63,C,5 years,OWN,42682.26,other,TX,37.65,2,64.26,Fully Paid,0
9427,36 months,14.17,E,5 years,OWN,80992.95,car,TX,36.28,0,83.87,Fully Paid,0
25285,60 months,14.69,B,1 year,OWN,93648.7,other,CA,22.89,0,39.24,Charged Off,1
23928,36 months,8.32,B,2 years,OWN,66697.99,car,IL,14.5,1,45.89,Fully Paid,0
20198,60 months,23.91,G,< 1 year,RENT,89014.01,credit_card,NY,15.56,1,43.9,Fully Paid,0
20758,60 months,22.0,E,3 years,OWN,131293.09,car,FL,16.77,0,40.6,Fully Paid,0
16254,60 months,18.38,B,5 years,OWN,72913.14,car,NY,29.24,0,92.93,Charged Off,1
2252,60 months,14.25,F,5 years,MORTGAGE,82866.14,debt_consolidation,NY,18.34,0,83.75,Fully Paid,0
13173,60 months,13.24,D,2 years,RENT,60238.86,other,FL,34.34,0,15.35,Charged Off,1
27698,36 months,18.02,G,2 years,RENT,78625.02,car,CA,37.79,1,15.27,Fully Paid,0
16781,36 months,15.91,F,1 year,RENT,84205.43,credit_card,FL,13.77,0,45.65,Charged Off,1
14051,60 months,6.25,A,1 year,RENT,78896.85,home_improvement,CA,22.65,0,14.37,Fully Paid,0
7949,60 months,15.25,C,5 years,OWN,54606.09,car,NY,4.25,1,63.81,Fully Paid,0
9017,36 months,21.13,G,2 years,OWN,79127.24,other,CA,8.42,1,18.65,Fully Paid,0
7941,36 months,14.18,A,< 1 year,MORTGAGE,104243.92,debt_consolidation,IL,16.83,0,54.63,Fully Paid,0
26934,36 months,6.04,C,3 years,MORTGAGE,83972.72,credit_card,FL,8.65,0,5.69,Fully Paid,0
24386,36 months,20.73,D,2 years,RENT,94239.74,debt_consolidation,IL,35.12,1,35.08,Fully Paid,0
11209,60 months,9.03,B,2 years,MORTGAGE,70259.76,home_improvement,NY,6.75,1,69.33,Fully Paid,0
18715,60 months,10.17,F,10+ years,MORTGAGE,89998.0,car,FL,18.5,0,50.98,Fully Paid,0
29920,36 months,8.29,E,1 year,RENT,80585.36,car,NY,24.43,1,97.94,Fully Paid,0
32703,60 months,11.6,F,3 years,RENT,55981.79,other,IL,27.83,0,88.04,Fully Paid,0
5637,36 months,20.14,D,5 years,MORTGAGE,81370.42,car,NY,15.63,1,39.11,Fully Paid,0
5854,60 months,15.39,A,2 years,OWN,55166.07,credit_card,FL,34.83,1,9.32,Fully Paid,0
20856,36 months,9.1,E,5 years,MORTGAGE,62342.39,home_improvement,FL,22.95,0,85.33,Fully Paid,0
22833,60 months,22.56,B,2 years,MORTGAGE,78786.57,debt_consolidation,NY,17.86,0,91.57,Fully Paid,0
20963,36 months,22.59,D,5 years,OWN,80944.89,home_improvement,FL,3.16,1,82.96,Fully Paid,0
28169,36 months,22.41,E,3 years,OWN,51215.35,car,FL,18.86,2,17.16,Fully Paid,0
8941,60 months,9.78,D,1 year,RENT,96079.72,debt_consolidation,NY,32.92,0,99.8,Fully Paid,0
15388,36 months,14.02,D,3 years,RENT,86440.13,other,IL,24.77,0,29.57,Fully Paid,0
6569,60 months,24.7,B,10+ years,MORTGAGE,60905.43,home_improvement,FL,33.37,0,73.8,Fully Paid,0
5300,60 months,20.44,G,< 1 year,OWN,44248.3,debt_consolidation,FL,20.01,0,91.26,Charged Off,1
13015,36 months,5.54,C,1 year,RENT,72101.91,debt_consolidation,FL,5.18,0,27.39,Fully Paid,0
7254,60 months,6.3,E,3 years,MORTGAGE,66081.13,debt_consolidation,FL,1.04,4,91.28,Fully Paid,0
18144,60 months,14.28,B,10+ years,OWN,77262.81,credit_card,NY,12.48,1,34.4,Fully Paid,0
25214,60 months,23.18,D,< 1 year,MORTGAGE,67737.67,home_improvement,IL,28.07,0,97.76,Fully Paid,0
16183,60 months,15.77,B,10+ years,RENT,34850.86,debt_consolidation,IL,31.72,1,31.72,Fully Paid,0
7238,60 months,14.96,G,2 years,RENT,67233.06,home_improvement,CA,12.18,0,95.58,Fully Paid,0
7090,36 months,7.11,C,2 years,OWN,68887.62,debt_consolidation,FL,20.08,2,10.09,Charged Off,1
12637,60 months,18.14,F,5 years,MORTGAGE,87673.22,other,FL,17.13,1,72.38,Charged Off,1
23415,60 months,21.44,E,1 year,OWN,61036.01,other,CA,16.72,0,55.55,Fully Paid,0
25071,60 months,12.61,C,2 years,RENT,108573.49,other,IL,9.64,1,50.4,Fully Paid,0
19271,60 months,20.51,A,10+ years,RENT,36767.19,car,TX,5.89,1,26.23,Fully Paid,0
34434,60 months,24.29,E,1 year,MORTGAGE,101223.35,debt_consolidation,TX,8.27,0,72.03,Fully Paid,0
5188,36 months,9.08,C,2 years,MORTGAGE,70513.62,car,IL,2.69,1,23.13,Charged Off,1
11161,60 months,15.47,D,5 years,MORTGAGE,92191.7,home_improvement,FL,8.33,0,57.52,Fully Paid,0
29732,36 months,10.74,E,3 years,OWN,76596.03,car,TX,0.86,1,29.06,Fully Paid,0
12314,36 months,20.86,E,5 years,MORTGAGE,97791.11,home_improvement,NY,25.28,1,95.78,Fully Paid,0
24954,36 months,16.55,B,< 1 year,MORTGAGE,67252.76,home_improvement,NY,13.0,0,7.72,Fully Paid,0
22508,36 months,17.69,D,2 years,RENT,53027.59,home_improvement,CA,38.94,0,23.97,Charged Off,1
22969,60 months,20.96,A,< 1 year,RENT,103410.09,car,IL,8.15,0,28.02,Fully Paid,0
24061,36 months,12.92,F,< 1 year,MORTGAGE,72730.39,debt_consolidation,IL,14.16,0,44.34,Fully Paid,0
14716,36 months,23.3,G,10+ years,MORTGAGE,79431.17,car,TX,14.63,0,27.11,Fully Paid,0
17907,60 months,15.66,C,1 year,RENT,99695.04,debt_consolidation,FL,0.83,0,51.68,Charged Off,1
19777,60 months,8.16,B,10+ years,MORTGAGE,54360.9,debt_consolidation,IL,33.65,0,87.88,Fully Paid,0
28693,60 months,18.92,C,2 years,OWN,86909.82,home_improvement,TX,1.76,0,72.65,Charged Off,1
27329,36 months,20.87,A,< 1 year,OWN,63202.1,car,TX,37.64,0,60.1,Fully Paid,0
17282,60 months,11.34,A,3 years,OWN,72356.61,debt_consolidation,IL,35.74,0,13.46,Charged Off,1
24624,60 months,22.14,E,< 1 year,MORTGAGE,76445.58,other,TX,21.65,1,70.93,Fully Paid,0
24321,36 months,23.12,G,3 years,RENT,44995.56,debt_consolidation,CA,21.97,1,20.81,Fully Paid,0
11488,60 months,10.54,A,10+ years,MORTGAGE,59423.26,other,CA,26.32,1,79.7,Fully Paid,0
23574,60 months,24.67,C,10+ years,MORTGAGE,102021.46,car,IL,15.79,1,28.76,Fully Paid,0
6240,60 months,7.81,D,1 year,RENT,92723.82,car,FL,26.07,3,44.62,Fully Paid,0
11478,60 months,9.04,D,< 1 year,RENT,73747.21,car,CA,2.27,0,38.29,Charged Off,1
20262,36 months,8.68,E,5 years,RENT,79862.47,debt_consolidation,CA,2.63,0,86.59,Fully Paid,0
5432,60 months,22.88,F,10+ years,OWN,69115.15,credit_card,IL,18.56,0,17.02,Fully Paid,0
30721,60 months,18.09,C,10+ years,MORTGAGE,102131.67,debt_consolidation,NY,22.21,1,58.74,Fully Paid,0
14568,36 months,8.04,C,1 year,RENT,70992.95,debt_consolidation,TX,35.57,0,18.5,Fully Paid,0
15178,60 months,13.81,A,3 years,MORTGAGE,79636.84,home_improvement,CA,4.63,0,71.96,Charged Off,1
23195,36 months,17.31,G,1 year,OWN,97920.6,home_improvement,NY,32.99,0,90.98,Fully Paid,0
1302,60 months,6.67,C,< 1 year,OWN,59452.57,debt_consolidation,FL,8.8,0,46.29,Charged Off,1
18022,36 months,22.65,B,2 years,RENT,106175.78,other,NY,16.07,1,51.37,Charged Off,1
1055,36 months,21.07,F,2 years,RENT,44390.77,home_improvement,IL,13.01,0,93.11,Fully Paid,0
9717,36 months,15.1,A,3 years,MORTGAGE,107592.84,debt_consolidation,FL,16.31,0,54.49,Fully Paid,0
29699,36 months,24.34,B,10+ years,RENT,67546.49,credit_card,FL,6.44,0,51.32,Charged Off,1
9150,60 months,13.36,E,3 years,MORTGAGE,70146.03,other,NY,20.39,0,59.94,Fully Paid,0
3125,36 months,24.68,D,10+ years,RENT,37199.8,car,IL,32.16,1,70.48,Fully Paid,0
17748,60 months,18.36,E,10+ years,MORTGAGE,65904.11,debt_consolidation,CA,17.94,1,15.15,Fully Paid,0
5621,36 months,17.69,D,2 years,MORTGAGE,54203.87,debt_consolidation,NY,19.88,0,83.01,Fully Paid,0
16034,36 months,8.32,E,3 years,MORTGAGE,62847.07,other,CA,34.03,3,46.37,Fully Paid,0
6126,36 months,22.64,C,1 year,MORTGAGE,72253.78,home_improvement,NY,28.39,3,11.87,Fully Paid,0
6122,60 months,13.55,B,10+ years,OWN,94155.83,home_improvement,CA,19.87,2,79.69,Fully Paid,0
19030,36 months,8.24,D,5 years,MORTGAGE,79152.07,home_improvement,NY,10.68,0,40.81,Charged Off,1
18302,60 months,5.25,A,5 years,RENT,81153.53,car,FL,35.45,1,14.53,Fully Paid,0
20181,60 months,16.2,B,1 year,OWN,53089.61,other,TX,23.29,0,65.21,Fully Paid,0
2531,60 months,15.55,A,5 years,OWN,57384.92,other,FL,9.24,0,88.61,Fully Paid,0
24333,60 months,19.39,B,< 1 year,MORTGAGE,110974.5,home_improvement,CA,11.13,1,89.34,Fully Paid,0
9152,60 months,22.81,B,10+ years,OWN,60295.98,home_improvement,IL,32.22,0,95.98,Fully Paid,0
11267,60 months,6.59,E,1 year,MORTGAGE,108124.17,credit_card,FL,2.24,1,87.43,Fully Paid,0
26289,60 months,19.63,D,3 years,RENT,70138.78,credit_card,TX,39.69,0,5.2,Fully Paid,0
2062,60 months,8.75,D,10+ years,MORTGAGE,75045.76,debt_consolidation,CA,5.65,2,41.12,Fully Paid,0
30926,60 months,22.16,G,1 year,OWN,96407.3,debt_consolidation,FL,31.94,0,82.76,Fully Paid,0
7229,36 months,21.38,B,2 years,RENT,100437.85,other,NY,16.09,0,39.79,Charged Off,1
5632,36 months,15.82,C,3 years,MORTGAGE,72783.75,other,IL,19.94,0,62.15,Fully Paid,0
4596,36 months,19.2,C,2 years,RENT,67235.14,car,CA,35.29,0,62.6,Charged Off,1
7168,36 months,11.29,A,10+ years,RENT,73881.59,car,FL,16.81,2,39.68,Charged Off,1
8561,36 months,14.42,A,3 years,OWN,81759.15,credit_card,CA,21.73,0,90.93,Fully Paid,0
9258,60 months,21.43,E,5 years,RENT,92826.07,debt_consolidation,NY,2.45,0,52.81,Fully Paid,0
17616,60 months,14.19,B,1 year,OWN,75084.6,credit_card,TX,0.59,0,49.15,Fully Paid,0
27734,60 months,12.16,A,10+ years,RENT,87377.73,credit_card,FL,10.17,0,99.76,Charged Off,1
7371,60 months,14.88,A,< 1 year,MORTGAGE,107767.19,debt_consolidation,CA,27.38,2,51.88,Fully Paid,0
27069,60 months,21.56,F,3 years,RENT,82626.19,car,CA,5.29,1,21.95,Fully Paid,0
15369,60 months,11.7,B,3 years,MORTGAGE,81233.06,debt_consolidation,CA,4.99,1,53.74,Fully Paid,0
13910,60 months,8.48,E,10+ years,MORTGAGE,44621.78,home_improvement,TX,16.73,0,82.33,Fully Paid,0
8943,36 months,19.24,A,10+ years,RENT,22385.4,home_improvement,CA,26.09,1,78.8,Fully Paid,0
13199,36 months,21.52,E,2 years,MORTGAGE,82767.51,home_improvement,IL,28.63,1,79.92,Fully Paid,0
16728,36 months,7.01,D,5 years,RENT,73103.52,other,IL,7.55,0,72.26,Fully Paid,0
24275,36 months,9.8,E,2 years,RENT,64704.35,car,CA,3.64,0,29.15,Fully Paid,0
7738,60 months,7.84,C,2 years,MORTGAGE,79870.6,car,IL,37.65,0,86.9,Fully Paid,0
16913,60 months,11.96,C,5 years,MORTGAGE,73791.93,other,FL,10.8,1,89.88,Fully Paid,0
20123,60 months,14.01,E,< 1 year,OWN,97555.61,credit_card,IL,34.21,1,23.44,Fully Paid,0
11167,36 months,19.98,C,2 years,MORTGAGE,76722.22,home_improvement,CA,34.61,1,17.39,Fully Paid,0
11554,60 months,18.02,D,2 years,OWN,60061.53,home_improvement,NY,31.01,1,97.68,Charged Off,1
18260,60 months,17.42,B,3 years,MORTGAGE,94803.32,credit_card,FL,7.17,0,87.49,Charged Off,1
4812,60 months,12.05,C,5 years,RENT,70657.38,debt_consolidation,TX,32.96,0,89.86,Fully Paid,0
29024,36 months,21.83,C,1 year,MORTGAGE,85530.73,debt_consolidation,CA,30.89,0,89.21,Fully Paid,0
28285,60 months,14.43,E,< 1 year,RENT,65451.79,car,TX,24.07,0,56.46,Fully Paid,0
27900,36 months,24.58,D,< 1 year,RENT,62003.46,other,NY,13.82,1,66.41,Fully Paid,0
2605,36 months,17.68,G,5 years,RENT,76683.36,car,TX,10.87,0,56.81,Fully Paid,0
6622,36 months,7.53,G,10+ years,OWN,75256.57,debt_consolidation,CA,5.31,1,9.86,Fully Paid,0
7767,36 months,18.52,G,10+ years,MORTGAGE,84596.54,credit_card,CA,20.64,0,75.82,Fully Paid,0
28139,60 months,11.5,G,3 years,RENT,69627.08,car,NY,23.62,0,53.01,Fully Paid,0
12613,36 months,18.73,B,3 years,RENT,38272.8,home_improvement,CA,14.69,1,66.53,Fully Paid,0
11589,36 months,6.39,E,5 years,OWN,66344.52,home_improvement,NY,19.28,0,52.75,Fully Paid,0
14918,60 months,8.5,E,3 years,MORTGAGE,90876.37,credit_card,NY,14.86,0,51.72,Fully Paid,0
21119,60 months,22.11,F,< 1 year,MORTGAGE,69052.48,debt_consolidation,CA,25.82,1,21.32,Fully Paid,0
28446,36 months,9.54,D,< 1 year,OWN,70072.33,home_improvement,IL,36.1,1,31.48,Fully Paid,0
14046,60 months,21.74,G,1 year,OWN,94727.53,home_improvement,NY,6.97,0,20.09,Charged Off,1
25818,36 months,10.59,B,10+ years,MORTGAGE,60760.54,other,CA,15.57,0,23.59,Fully Paid,0
5324,36 months,17.86,D,5 years,OWN,44143.94,car,IL,6.06,0,97.43,Charged Off,1
11787,36 months,18.88,G,2 years,MORTGAGE,71787.38,debt_consolidation,NY,25.19,0,19.55,Fully Paid,0
10111,36 months,15.25,B,10+ years,MORTGAGE,65316.52,car,IL,29.29,0,30.58,Fully Paid,0
17389,60 months,11.11,D,2 years,RENT,55675.07,debt_consolidation,FL,37.31,0,61.11,Fully Paid,0
15043,36 months,9.25,E,1 year,RENT,71492.43,home_improvement,FL,11.52,1,62.97,Fully Paid,0
29746,60 months,5.66,E,1 year,MORTGAGE,84830.11,other,IL,38.03,1,19.63,Fully Paid,0
23350,60 months,11.08,A,3 years,MORTGAGE,74814.23,car,NY,3.0,0,80.4,Fully Paid,0
1117,60 months,18.06,C,1 year,MORTGAGE,81139.62,home_improvement,CA,24.32,0,79.59,Fully Paid,0
19935,60 months,23.77,G,1 year,MORTGAGE,111268.15,debt_consolidation,TX,2.76,0,27.55,Fully Paid,0
14234,36 months,22.42,F,2 years,MORTGAGE,68142.42,car,CA,35.8,0,32.42,Fully Paid,0
1846,60 months,20.32,D,3 years,MORTGAGE,80566.97,car,TX,21.43,0,94.11,Fully Paid,0
11954,36 months,20.77,F,1 year,OWN,64815.73,home_improvement,TX,26.94,2,83.44,Fully Paid,0
14703,60 months,18.3,A,10+ years,MORTGAGE,58072.81,car,NY,33.35,2,71.29,Charged Off,1
23700,60 months,10.21,C,1 year,OWN,63301.85,other,IL,6.44,1,12.81,Fully Paid,0
33043,36 months,23.14,D,3 years,OWN,65424.83,other,CA,2.02,0,44.74,Fully Paid,0
7469,36 months,18.41,B,5 years,MORTGAGE,82189.52,home_improvement,IL,35.22,0,58.13,Fully Paid,0
31105,36 months,16.21,G,3 years,MORTGAGE,121981.52,debt_consolidation,FL,12.94,0,22.8,Fully Paid,0
27386,60 months,7.22,C,2 years,OWN,60679.13,home_improvement,NY,5.59,0,47.58,Fully Paid,0
3048,60 months,13.94,E,5 years,OWN,66667.49,other,NY,19.0,0,62.1,Charged Off,1
13941,36 months,14.21,A,10+ years,MORTGAGE,73737.54,credit_card,FL,24.13,3,36.1,Fully Paid,0
2828,36 months,22.29,C,< 1 year,MORTGAGE,82915.98,credit_card,CA,1.72,1,79.19,Charged Off,1
2917,36 months,15.93,G,3 years,OWN,80271.02,car,FL,11.36,0,84.84,Fully Paid,0
21618,36 months,12.61,C,2 years,OWN,100681.92,car,CA,1.8,0,35.74,Fully Paid,0
33254,60 months,24.54,G,10+ years,OWN,26472.16,credit_card,TX,17.1,1,84.67,Fully Paid,0
21128,36 months,7.21,E,5 years,RENT,27261.4,other,NY,35.86,1,14.84,Fully Paid,0
1009,36 months,13.45,D,10+ years,OWN,65082.44,car,CA,39.31,0,84.58,Fully Paid,0
17644,36 months,5.84,B,3 years,RENT,96946.0,home_improvement,IL,25.66,1,19.51,Fully Paid,0
23422,36 months,19.8,E,1 year,MORTGAGE,43687.04,home_improvement,IL,6.88,0,12.88,Fully Paid,0
10865,60 months,23.36,B,3 years,MORTGAGE,14847.35,other,NY,36.28,0,65.97,Charged Off,1
3219,36 months,10.6,D,< 1 year,OWN,86423.59,car,FL,20.89,0,49.83,Fully Paid,0
6287,60 months,22.17,C,3 years,MORTGAGE,79873.14,home_improvement,FL,6.57,1,91.25,Charged Off,1
9512,36 months,10.84,B,5 years,MORTGAGE,53195.83,car,CA,36.91,0,39.5,Fully Paid,0
2342,36 months,23.22,A,5 years,MORTGAGE,55289.21,car,FL,30.42,0,32.28,Fully Paid,0
20216,60 months,20.08,A,3 years,MORTGAGE,55605.13,home_improvement,NY,29.4,1,52.57,Charged Off,1
28534,36 months,21.1,G,5 years,RENT,77210.71,credit_card,CA,28.51,1,48.31,Charged Off,1
15231,60 months,5.36,E,1 year,RENT,62473.69,home_improvement,TX,8.41,0,37.72,Fully Paid,0
33293,60 months,24.26,D,10+ years,OWN,84881.28,other,FL,8.83,1,70.91,Fully Paid,0
27614,36 months,19.53,G,3 years,OWN,17907.47,debt_consolidation,FL,27.69,0,77.16,Fully Paid,0
29253,60 months,11.1,E,1 year,OWN,57862.96,home_improvement,CA,9.18,0,86.03,Fully Paid,0
18988,60 months,21.59,E,10+ years,MORTGAGE,52478.92,car,IL,17.83,2,97.42,Fully Paid,0
32037,60 months,10.63,G,10+ years,MORTGAGE,69873.19,car,FL,31.39,0,30.33,Fully Paid,0
13219,60 months,22.46,F,1 year,RENT,64239.04,home_improvement,NY,31.47,1,73.03,Charged Off,1
1235,60 months,7.25,E,2 years,RENT,90956.88,debt_consolidation,FL,18.4,1,42.45,Charged Off,1
2908,60 months,19.07,F,3 years,OWN,37813.26,home_improvement,TX,31.79,1,69.32,Fully Paid,0
9567,60 months,15.81,A,10+ years,RENT,75909.83,debt_consolidation,FL,33.63,0,50.22,Fully Paid,0
6256,60 months,6.93,A,10+ years,RENT,86166.73,debt_consolidation,IL,26.36,2,99.41,Charged Off,1
20019,36 months,9.84,E,5 years,RENT,112132.95,other,FL,9.52,0,74.25,Fully Paid,0
9162,36 months,5.25,A,10+ years,RENT,65364.68,car,CA,11.32,1,95.49,Fully Paid,0
6415,60 months,14.38,D,1 year,RENT,81489.17,car,FL,12.94,2,84.32,Fully Paid,0
6951,36 months,11.03,F,10+ years,OWN,38922.74,debt_consolidation,IL,5.11,3,90.78,Fully Paid,0
22852,60 months,16.97,F,2 years,OWN,27160.88,car,CA,11.29,1,82.37,Charged Off,1
9007,60 months,10.94,E,3 years,RENT,91895.49,credit_card,NY,8.78,0,48.62,Fully Paid,0
31523,36 months,11.0,A,3 years,OWN,74888.79,debt_consolidation,CA,18.49,1,28.92,Fully Paid,0
24325,60 months,19.86,B,10+ years,MORTGAGE,98570.25,car,TX,36.38,0,40.18,Fully Paid,0
22204,60 months,5.96,G,< 1 year,RENT,47531.94,credit_card,CA,4.63,2,6.92,Charged Off,1
16524,60 months,23.06,G,< 1 year,MORTGAGE,85398.04,other,NY,28.95,1,54.78,Charged Off,1
20282,60 months,22.05,F,1 year,OWN,112376.36,car,FL,27.65,0,52.98,Fully Paid,0
24930,36 months,18.36,E,< 1 year,OWN,83394.11,credit_card,CA,4.28,1,54.9,Fully Paid,0
1077,60 months,16.86,E,1 year,MORTGAGE,80531.63,home_improvement,CA,36.94,0,97.53,Fully Paid,0
21611,60 months,22.85,D,5 years,OWN,75171.12,home_improvement,CA,22.95,0,91.59,Fully Paid,0
17984,60 months,8.71,C,1 year,RENT,43582.37,credit_card,CA,14.87,0,20.36,Fully Paid,0
15060,36 months,6.58,C,< 1 year,MORTGAGE,102111.46,debt_consolidation,NY,30.38,0,40.04,Fully Paid,0
18449,60 months,9.79,F,10+ years,RENT,62782.85,debt_consolidation,IL,10.67,2,45.28,Fully Paid,0
19520,36 months,20.89,G,5 years,MORTGAGE,85089.67,car,IL,27.89,1,39.25,Fully Paid,0
10510,36 months,5.69,D,< 1 year,OWN,43739.31,home_improvement,CA,2.07,0,80.86,Fully Paid,0
30287,60 months,16.66,D,1 year,MORTGAGE,51410.81,debt_consolidation,NY,33.66,1,54.78,Charged Off,1
29173,60 months,24.91,D,2 years,MORTGAGE,103701.75,debt_consolidation,NY,18.2,0,59.35,Fully Paid,0
12954,36 months,22.11,F,3 years,RENT,68053.95,home_improvement,CA,25.65,1,86.04,Fully Paid,0
